liste Clients Mag
Code Libre;Nom;CP Fact;Ville Fact;Téléphone Fact;Commentaire
C00000002318;PISTER RAPHAEL;42000;SAINT-ETIENNE;;
C00000003065;PIX LAB STUDIO;34230;PAULHAN;;
C0633;PLANET'ANIMATION;42100;ST ETIENNE ;670776994;
C00000002995;PLAY TWO;92100;BOULOGNE BILLANCOURT;;
C00000001461;PLEINS FEU ORGANISATION;84140;MONTFAVET;490892100;
C00000001791;PLF;69600;OULLINS;;
C0263;Plombinoise de Casino;88370;Plombière;329300021;
C00000003014;PLOOF PRODUCTIONS;69290;CRAPONNE;;
C00000002477;PLS DESIGNER;58300;SOUGY SUR LOIRE;;
C0996;PLS SPECTACLES;75016;PARIS;01 40 50 62 46;
C00000001894;PODIUM LIVE MUSIC PRODUCTIONS;21130;ATHEE;03 80 56 32 03;
C00000002443;POINT SHOW;42300;ROANNE;;
C00000001115;POINTE Thibault;42650;SAINT JEAN BONNEFOND;;
C00000003281;POLE AGROALIMENTAIRE DE LA LOIRE;42000;SAINT-ETIENNE;;
C00000001161;POLE EMPLOI;42160;ANDREZIEUX BOUTHEON;;
C00000001482;POLE EMPLOI DE ST ETIIENNE OUEST;42006;ST ETIENNE CEDEX 1;;
C00000002856;POLE FRANCE GYM ST ETIENNE;42000;SAINT ETIENNE;477927578;
C00000002749;POLE'N Production;51100;REIMS;326402000;
C00000002085;POLETTO robert;42100;SAINT-ETIENNE;;
C0634;POLLEN;42270;SAINT PRIEST EN JAREZ;477936797;
C00000001069;POMPIER DE PARIS;75013;PARIS;;
C0194;POMPIERS HUMANITAIRES FRANÇAIS;42100; Saint-Etienne;681416823;
C00000001249;PONSADA Magali;13012;MARSEILLE;;
C00000001178;PONTIER NORBERT;42100;SAINT -ETIENNE;;
C0954;PONTILLE CLAUDE;42110;FEURS;;
C00000001412;PONY MUSIC;95200;SARCELLES;;
C00000001852;PORRON Céline;42100;SAINT-ETIENNE;;
C00000002743;PORTE QUINZE;68110;ILLZACH;;
C00000001983;POSITIVE EDUCATION;42000;SAINT-ETIENNE;;
C00000003078;POUSSINEAU FESTISOUND;69000;LYON;;
C00000001884;PREFECTURE DE LA LOIRE;42000;SAINT-ETIENNE;;
C00000002090;PRG;92230;GENNEVILLIERS;140864935;
C00000002080;PRINTEMPS;78140;VELIZY VILLACOUBLAY;;
C00000003053;Printemps Musical En Pays Roannais ;42370;SAINT ANDRE D 'APCHON;477659361;
C0932;PRISE 2 CONSCIENCE;42150;LA RICAMARIE;;
C00000003190;PRISME Europe;69002;LYON;;
C00000001774;PRO A PRO DISTRIBUTION SUD;69970;CHAPONNAY;05 63 21 32 68;
C00000003212;PROCUREUR Christian;;;;
C00000001767;PROD DIRECT MARKETING;31200;TOULOUSE;05 61 26 74 73;
C0636;PRODUC SON;69160;TASSIN LA DEMI LUNE;04 77 47 00 64;
C00000001818;PRODUCTION 1001 BASS;42100;SAINT-ETIENNE;;
C00000001189;PRODUCTION DEMIS ROUSSOS;;PARIS;;
C0637;PRODUCTION MONOLITHE;30900;NIMES ;466219212;
C0638;PRODUCTION ROMAGNY;42600;MONTBRISON ;477589827;
C00000001410;PRODUCTIONS APPELS;69005;LYON;;
C0700;PRODUCTIONS STARS AD LIBITUM;;;;
C0993;PRODUKSCENE;69003;LYON;;
C00000002768;PROLIS PRODUCTION;38200;VIENNE;;
C0639;PROMAG;42100;ST ETIENNE;477570842;
C00000001850;PROMO SPECTACLE ENZO SPRL;7110;HOUDENG-GOEGNIES;;
C00000002178;PROMOROCK;42560;SOLEYMIEUX;;
C00000001760;PROTAS ORGANISATION;38460;DIZINIEU;;
C0640;PUTAUX;42100;ST ETIENNE;618416563;
C0871;PUTTING OLF;43190;TENCE;04 71 65 49 99;
C00000000990;PYRO-DOYE;30700;FOISSAC;;
C0641;PYROSON;7160;LE CHEYLARD;;
C0973;PYRPROD;21000;DIJON;;
C0130;QUAKESTOCK;7130;SAINT PERAY;607049951;
C0642;QUATUOR DEBUSSY;69242;LYON CEDEX 04;472480465;
C00000003013;QUELQUE P'ARTS...;7100;BOULIEU LES ANNONAY ;33475675605;
C0649;R.C.E SONORISATION;42240;UNIEUX;477893820;
C0655;R.E.P St Etienne grand centre;42000;Saint Etienne;477744425;
C00000001631;R'FOX PRODUCTIONS;77100;MEAUX;;
C00000003170;RA-V CORP PRODUCTION;42100;SAINT-ETIENNE;682872428;
C0643;RACHINEL CAROLE;43590;BEAUZAC;;
C0645;Radio Dio;42000;SAINT-ETIENNE;477250594;
C0882;RADIO FRANCE;75220;PARIS CEDEX16;;
C00000001729;RADIO FRANCE DELEGATION REGIONAL;38000;GRENOBLE;;
C00000001700;RADIO FRANCE TALENS BLEU;75200;PARIS CEDEX16;;
C0646;RADIO ONDAINE;42700;firminy;;
C0647;RADIO SCOOP;69450;ST CYR AU MONT D'OR;472858000;
C0924;Radix Jacques;;;;
C00000001794;RAJAZULA;;;;
C00000003149;RAJOTGuillaume;43110;AUREC SUR LOIRE;;
C0191;RAL;42000;Saint-Etienne;672079199;
C0060;RAOUL VOLFONI;42100;ST ETIENNE ;;
C00000002624;RAVON AUTOMOBILE;42000;ST ETIENNE;;
C00000001943;RAVON ETOILE AUTOMOBILE;42000;SAINT-ETIENNE;;
C0648;RAY BAR;42800;RIVE DE GIER ;;
C00000001833;RAYMOND tommy;69440;CHAUSSAN;632781148;
C00000001669;RCE SONORISATION;42240;UNIEUX;;ENVOI FACTURE PAR MAIL
C0650;REACTIFINANCES;42700;FIRMINY;477612978;
C0210;REE-MOMES;43110;AUREC SUR LOIRE;477354985;
C00000001909;REGIE B;42600;LEZIGNEUX;;
C0651;REGIE MUNICIPALE PERSONALISEE;42270;ST PRIEST EN JAREZ ;477744781;
C0652;REINA Antoine;42420;LORETTE;;
C0653;REINA Sébastien;42800;GENILAC;;
C00000001820;REINA Tanino;42800;ST ROMAIN EN JAREZ;;
C00000001925;REINER VERN;42230;ROCHE LA MOLIERE;;
C00000001727;RELAIS ASSISTANCE MATERNELLES CABRIOLES;;ROCHE LA MOLIERE;04 77906880;
C00000002686;REM Sonorisation;43200;LAPTE;;
C00000002052;Rencontres Mondiales Du Logiciel libre;42000;SAINT-ETIENNE;;
C00000003069;RENCONTRES MUSICALES DE LA LOIRE;42100;SAINT-ETIENNE;;
C00000001799;RENCONTRES MUSICALES ROANNAIS;42300;ROANNE;;
C0654;RENE SUD CONCERT;;;;
C00000002699;RESIDENCE MUTUALISTE BELLEVUE;42100;SAINT-ETIENNE;47728041020;
C00000002544;RESIDENCE MUTUALISTE DU VAL D'ORLAY;42740;SAINT PAUL EN JAREZ;477732111;
C00000002000;RESOTECH SAS;69003;LYON;;
C0928;RESSOURCE;13100;AIX EN PROVENCE;;
C00000001476;REST AND ROOM;42000;SAINT-ETIENNE;;
C0656;REVA PRODUCTION;12250;TOURNEMIRE ;565589015;
C00000001070;REVES;1603;TREVOUX CEDEX;04 74 08 87 70;
C00000001000;REYMONDON JEAN CLAUDE;43330;PONT SALOMON;;
C00000001980;RG PROD;42000;SAINT-ETIENNE;;
C00000002332;RHINO JAZZ;42400;SAINT CHAMOND;;
C00000001512;Richard GARDET;30300;BEAUCAIRE;;
C00000002368;Richard GARDET;30300;BEAUCAIRE;;
C0658;RICHARD GUILLAUME;42340;RIVAS;;
C0659;RICHARD OLIVIER;42100;Saint Etienne;682322905;
C0945;RIGGING;26300;JAILLANS;;
C0661;RINO BALDI PRODUCTION;69000;LYON;478750946;
C0833;RIOU DAMIEN;69005;LYON;;
C00000001480;ROBELPHONE;69360;SAINT SYMPHORIEN D OZON;478024144;
C00000002802;ROCHE ENVIRONNEMENT;43810;ROCHE EN REGNY;471034613;
C0662;ROCK AND MOME ;42000;ST ETIENNE ;;
C0664;ROCK LINE OPERA;69100;VILLEURBANNE;778933970;
C00000002056;ROCK'N'PATATE;42340;VEAUCHETTE;;
C00000003309;ROCKADDICT;;;;
C0663;ROCKING COUNTRY;67015;STRASBOURG CEDEX;388693299;03 90 29 60 09
C00000001048;RODRIGUEZ Daniele;;;;
C0098;ROKNOFOBIE;42380;Saint Bonnet le chateau;477500330;
C00000002064;ROMEO SIERRA RECHERCHE;42000;SAINT ETIENNE;;
C00000002874;RONCEVAUX Production;42800;RIVE DE GIER;427771945;
C00000001357;RONDARD Maud;42000;SAINT-ETIENNE;04 77 32 00 12;
C0666;ROSTAN DAMIEN;38460;DIZIMIEUX;;
C00000002732;ROTARY CLUB DE TOULON;83000;TOULON;;
C00000001313;ROTARY CLUB FIRMINY;42700;FIRMINY;;
C0667;ROTARY CLUB ST ETIENNE EST;42270;Saint-Priest en Jarez;477792452;
C0134;ROTARY INTERNATIONAL;42300;ROANNE;;
C00000003266;ROUE LIBRE;23350;LA CELLETTE;;
C00000001432;ROUSSEL Anne-Marie;42000;SAINT-ETIENNE;;
C0631;ROYT PHILIPPE;;;;
C00000002546;ROZET François;34340;MARSEILLAN;;
C00000002822;ROZIERES Serrurerie;42580;L'ETRAT;477416091;
C00000002620;RP EVENTS;42100;SAINT ETIENNE;972113021;
C00000001728;RPO;38000;GRENOBLE;;
C00000002464;RS EVENTS;69450;SAINTCYR AU MONT D OR;;
C00000002786;RSA COSMOS;42290;SORBIERS;477539730;
C00000002163;RSPE;13111;COUDOUX;;
C00000001577;RT EVENTS;7400;;04 75 49 11 54;
C00000002012;RUGBY CLUB PAYS DU GIER;42320;LA GRAND CROIX;;
C00000001083;RUIZ Céline;42410;CHAVANAY;;
C00000002395;RUSSELL 45;42000;SAINT-ETIENNE;;adresse de l'asso : 5 place du Peuple - 42100 ST ETIENNE
C0794;RVM;30240;LE GRAU DU ROI;467503956;
C0385;S.A DOUSSON;42000;Saint Etienne;477747244;
C00000002237;S.A. BULL;42000;SAINT ETIENNE;;
C0570;S.A.M M.I;;;;
C0837;S.A.R. LODI;42600;MAGNEUX HAUTE RIVE;;
C0011;S.A.R.L ACRODUNK;42110;CIVENS;477261661;
C0673;S.A.R.L LA SOURCE;43290;MONTFAUCON;471599020;
C00000001596;S.A.R.L LE KFT;42330;SAINT GALMIER;;
C0372;S.A.R.L LODI;42600;Magneux Haute Rive;;
C0618;S.A.R.L PALMYERA;42000;Montbrison;;
C0674;S.A.R.L PAS LA;30000;Nimes;466818372;
C00000001160;S.A.R.L STEPHANE AUGER HAUTE COIFFURE;42100;SAINT-ETIENNE;;
C00000001073;S.O.J.E;19100;BRIVE LA GAILLARDE;04 78 35 87 14;
C0695;S.P.O.T.;69002;LYON ;;
C00000001554;SA LOIRE TELE;42160;ANDREZIEUX BOUTHEON;04 77 36 54 54;
C00000001310;SAEM LOIRE TELE;42160;ANDREZIEUX BOUTHEON;04 77 36 54 54;
C00000001587;SAEV;74330;SILLINGY;04 50 22 34 50;
C00000002922;SAGRA;42340;RIVAS;;
C0811;SAINT-ETIENNE BASKET CLUB;42000;SAINT-ETIENNE;04 77 32 01 70;
C0616;SAINT-ETIENNE EVENEMENTS;42010;ST ETIENNE CEDEX  2;477477800;ENVOYER LES FACTURES PAR COURRIER AVEC BC (PAS DE CHORUS PRO) OU PAR MAIL à saintetienneevenements@glevents-invoices.com, , 
C00000003007;SAINT-ETIENNE HANDISPORT;42000;SAINT-ETIENNE;;
C00000001266;SAINT-ETIENNE METROPOLE;42006;SAINT-ETIENNE CEDEX1;477492149;AUTRE N° SIRET : 24420077000042
C0934;SAINT-ETIENNE ROLLER;42100;SAINT-ETIENNE;;
C00000002826;SAINT-ETIENNE TOURISME ET CONGRES;42001;SAINT-ETIENNE CEDEX 1;;
C00000001538;SAINTE CENTRE-VILLE;42001;SAINT-ETIENNE CEDEX ;04 77 32 88 15;
C00000002173;SAINTE CITY RUN;43120;MONISTROL SUR LOIRE;;
C00000002504;SAINTE SHOPPING;42100;SAINT ETIENNE;950462585;
C00000001001;SALAMALEK PROD;42000;SAINT-ETIENNE;09 70 46 76 13;
C0668;SALLE DE SPECTACLE L'ATRIUM;69812;TASSIN LA DEMI-LUNE CEDEX;472383153;04 72 38 31 54
C0670;SALLE JEANNE D'ARC;42100;ST ETIENNE;477250113;
C0308;SALLE LA CLEF DE VOUTE;42000;Saint Etienne;687374296;
C0671;SALON DE LA MOTO ;69430;REGNIE ;611485441;
C0672;SAM PRODUCTION;92200;Neuilly-sur-seine;147899097;06 60 61 08 26
C00000003265;SAMBAKHESS;93240;STAINS;;
C00000001152;SAMUEL DUCROS PRODUCTION;30000;NIMES;466294851;ENVOI FACTURE PAR MAIL (24/01/18) A samuelducros.production@orange.fr
C00000002322;SAMUEL THEVOT;42170;ST JUST ST RAMBERT;;
C00000003304;SANTA CRUZ Mat;;;;
C00000001320;SAPEURS POMPIER;43000;SAINT JUST MALMONT;;
C1011;SAPEURS POMPIERS MONTBRISON;42600;MONTBRISON;06 26 60 17 93;
C00000002850;SARASWATI MUSIC;75003;PARIS;;
C00000003233;SARKIS DUMAS Guilhem;43430;FAYE SUR LIGNON;;
C00000001546;SARL 2ST;42160;ANDREZIEUX-BOUTHEON;;
C0019;SARL AG MUSIC;15000;AURILLAC;681360234;
C00000002285;SARL AROD 42;42530;SAINT GENEST LERPT;;
C00000002038;SARL ARTS FX;69001;LYON 01;472079497;
C00000001777;SARL BESS PRODUCTION;69960;CORBAS;;
C00000001353;sarl christophe tylinski;15100;SAINT FLOUR;471601048;
C0340;SARL COOK AND SURF;42480;LA FOUILLOUSE;;
C00000002262;SARL DISTRINAC;69800;SAINT-PRIEST;;
C00000001314;SARL HAROUN;25750;MATHAY;;
C00000002435;SARL HLPF;42000;SAINT ETIENNE;;
C00000001010;SARL JSB;34000;MONTPELLEIR;;
C00000001026;SARL LA MANGEOIRE;42100;SAINT-ETIENNE;06 59 63 84 24;
C00000002204;SARL NEOMME;69270;COUZON AU MONT D'OR;478392966;
C00000002153;SARL OS MODE;42700;FIRMINY;;
C00000001870;SARL STEPHANO;74120;MEGEVE;;
C00000002135;SARL STUDIO CREA DANSE;43000;LE PUTY EN VELAY;;
C00000002287;SARL SUD EVENEMENT;11100;MONTREDON CORDIERES;787073102;
C00000002078;SARL TELE DU WEB;11000;CARCASSONNE;;
C00000002833;SAS APSARA;42000;SAINT ETIENNE;;
C00000002728;SAS BILTOKI;42000;SAINT ETIENNE;;
C00000002895;SAS D'ANGELO & CO;92150;SURESNES;;
C0917;SAS DILIGENCE ConciergeCompagny;84800;LAGNES ;04 90 38 21 06;
C00000002903;SAS HDS LIVE;42120;PERREUX;;
C00000002729;SAS LA FABULEUSE CANTINE;42000;SAINT ETIENNE;;
C00000003283;SAS LES ROCHES LOISIRS;42390;VILLARS;;
C00000002466;SAS LINK AM;42000;SAINT ETIENNE;625066281;
C00000002299;SAS PLS DESIGNER;58300;SOUGY SUR LOIRE;;
C00000003133;SAS SUN KAFE;42300;ROANNE;;
C00000003043;SAS THE INFINITY BALL CONCEPT;42000;SAINT ETIENNE;;
C00000002244;SAS VSSGROUPE;69530;BRIGNAIS;472609764;
C00000001503;SASP ASSE LOIRE;42580;L'ETRAT;;
C00000001929;SASP ASSE LOIRE;42580;L'ETRAT;;
C00000001868;SASU STAFF AUDIO;26240;SAINT VALLIER;475232310;ENVOI FACTURE PAR MAIL. VU LE 17/11/16
C00000001642;SAUNIER-PLUMAZ;;;;
C0675;SAVE DIFFUSION;42000;Saint-Etienne;477794666;
C00000002887;SAVIN Pierre-Jean;;;;
C00000001084;SAYE PROD;63410;LOUBEYRAT;;
C00000001541;SC DIFFUSION;42700;FIRMINY;477740915;
C00000001303;SC PROD;69000;LYON;;
C00000000988;SCAS Université Jean MONNET;42023;SAINT_ETIENNE CEDEX;04 77 42 17 74;
C00000003032;SCCV TESE;21000;DIJON;380435202;
C0165;SCENE EN FOREZ;42110;FEURS;477274970;
C0677;SCENETEC;69200;VENISSIEUX;472502244;
C0678;SCENIKAL;63800;COURNON D'AUVERGNE;0;
C00000002418;SCHOOL PRODUCTIONS;69300;CALUIRE ET CUIRE;671449974;
C00000001904;SCI CUGNOT;42000;SAINT-ETIENNE;;
C00000001530;SCI LA BERAUDIERE;42150;LA RICAMARIE;;
C0680;SCI LE VENET;42210;UNIAS;477323240;
C00000003276;SCI M.A.I.;42951;SAINT-ETIENNE CEDEX 01;;
C00000001713;SCI ST MARTIN;42600;MAGNEUX HAUTE-RIVE;;
C0681;SCI STAP CLIENT;42100;ST ETIENNE ;;
C0839;SCI YGALAND;42160;SAINT-CYPRIEN;;
C00000002578;SCIC LES 3 C;42100;SAINT ETIENNE;;
C00000001931;SCM DU MARAIS;42007;SAINT-ETIENNE CEDEX 1;477325312;
C0682;SCOOP L4ENFANT ET LA PLUIE;42000;SAINT-ETIENNE;477378356;
C0683;SCOT SUD LOIRE;42952;ST ETIENNE CEDEX 9;477921578;
C00000001225;SCP CASEZ THIERRY;69004;LYON;;
C00000001034;SDIS 42;42100;SAINT-ETIENNE;;
C00000003131;SECTEUR BOULISTE DES MONTS DU LYONNAIS;69440;TALUYERS;;
C00000001363;SECTION VETERANS TPBVF;42800;STE CROIX EN JAREZ;;
C0889;SECUGARD;42000;SAINT_ETIENNE;;
C00000001236;SED STAND EXPO DECO;3300;BIOZAT;04 70 56 57 43;
C0685;SEDI;;;;
C00000000986;SEEPM DU RHONE;69330;MEYZIEU;;
C00000002129;SEGAPAL;69120;VAULX EN VELIN;;
C00000001315;SEI DU FOREZ;42160;ANDREZIEUX BOUTHEON;;
C00000001682;SEIGNOUREL Luc;34800;PERET;;
C00000002652;SELCOM SAS;69002;LYON;;
C0686;SELECT TOUR BLEU VOYAGES;42800;RIVE DE GIER;;
C00000001477;SELECTOUR CELT VOYAGE;75016;PARIS;01 53 92 55 50;
C00000002591;SER CONSTRUCTION;38203;VIENNE;;
C00000001286;SERDET Michael;25310;THULAY;;
C00000003175;SERODON & ASSOCIES;43200;YSSINGEAUX;;
C00000003010;SERP;42420;LORETTE;;
C00000002501;SERVICE ANIMATION SOCIALE VILLE DE FIRMINY;42700;FIRMINY;;
C0334;SERVICE COMMANDE PUBLIC;42000;SAINT ETIENNE;;
C0462;SERVICE COMMUNICATION;42800;RIVE DE GIER;;
C0742;SERVICE CULT;42700;FIRMINY ;477405060;FACTURES_STRUCTURES_PRIVEES
C0687;SERVICE CULTUREL;42702;FIRMINY CEDEX;477100777;FACTURES_STRUCTURES_PRIVEES
C00000001822;Service Culturel Copler;42470;SAINT SYMPHORIEN DE LAY;;
C0688;SERVICE PATRIMOINE ET MOYENS;42000;SAINT ETIENNE;;
C00000002510;SERVICE TECHNIQUE AUDIOVISUEL;3206;VICHY CEDEX;;
C00000001129;SFBTM;33;BORDEAUX;;
C00000001326;SFD SONORISATION;69510;MESSIMY;04 78 87 94 46;
C00000001495;SHAMAN PROD;43120;MONISTROL SUR LOIRE;;
C00000003313;SHOWLIVE FX;62147;TRESCAULT;;
C00000002771;SIAO Loire;42000;SAINT ETIENNE;;
C00000002471;SIGOPLAST;43620;ST PAL DE MONS;;
C0689;SIJ;42403;ST CHAMOND;477313609;
C00000002811;SILEANE;42000;SAINT ETIENNE;477790371;
C00000002827;SINOTEC;;;;
C0690;SIOTAS;42000;ST ETIENNE ;;
C00000001108;SIVEL;94190;VILLENEUVE ST GEORGES;01 43 89 88 20;
C0691;SIVO;42500;LE CHAMBON FEUGEROLLES;477101980;ENVOI FACTURE PAR MAIL<><>PAS DE DEPOT SUR CHORUS-PAS INSCRIT
C00000002541;SIVU POLE FESTIF DU FAY;42651;SAINT-JEAN-BONNEFONDS;477950703;
C00000003333;SKIPPER GROUPE;26800;ETOILE SUR RHONE;;
C0838;SKYNIGHT;1217;GENEVE;41225550710;
C00000001220;SKYNIGHT SA;90100;DELLE;;
C00000003041;SKYNIGIHT FRANCE SA;69100;VILLEURBANNE;;
C00000001910;SLD EVENTS;69570;DARDILLY;04 72 52 32 07;
C00000000995;SLS Event Technology;30340;MELANNES LES ALES;466345933;
C0199;SMILIN'DAWA;43140;ST VICTOR MALESCOURS;;
C00000002487;SMMMILE FESTIVAL;75014;PARIS ;;
C00000001500;SMTV LOIRE AUVERGNE;42000;LA RICAMARIE;;
C00000002542;SNF SA;42163;ANDREZIEUX CEDEX;33477368753;
C0136;SOBA;42100;Saint Etienne;;
C0262;Société de brasserie les flots bleu;13600;LA CIOTAT;442834063;
C00000001746;SOCIETE GENERALE;42160;ANDREZIEUX-BOUTHEON;04 77 55 57 02;
C00000002942;SOCIÉTÉ NOUVELLE THOMAZET;63170;AUBIERE;;
C00000002460;SOCIETE STEPHANOISE D ENCHERES;42000;SAINT-ETIENNE;;
C00000002806;Societe TANDEM EVENTS;71380;SAINT MARCEL;;
C00000002754;SOGGY BOTTOM;42000;SAINT ETIENNE;;
C00000001731;SOL ET PLUS;43370;CUSSAC SUR LOIRE;977364088;
C00000001419;SOLARIS;30306;GA ATLANTA;;
C0056;SOLEIL LEVANT;42600;MONTBRISON;477969953;06 79 68 53 96 franck 04 77 55 89 92
C00000001151;SOLIDEO;;;;
C0088;SON Y SOL;42100;Saint Etienne;477334906;
C00000002015;SONO 42;42000;SAINT ETIENNE;;
C00000002838;SONO DYNAMITE;42330;AVEZIEUX;;mail Jason :<>jason.moulard@gmail.com
C00000001548;SONO SOLARIS;42520;;;
C00000003184;SONO VIENNE;;;;
C0243;SONY BMG MUSIC ENTERTAINMENT;92110;CLICHY;157646615;
C00000001552;SONY MUSIC;;PARIS;;
C00000000967;SOS LOIR VIVANTE;43000;LE PUY EN VELAY;;
C00000001898;SOS Rétinite France;34000;MONTPELLIER;;
C00000001600;SOSS;69450;ST CYR AU MONT D'OR;472856768;
C00000001430;SOU DES ECOLES DE MARCOUX;42130;MARCOUX;;
C00000002821;SOU DES ECOLES DE ST ROMAIN EN JAREZ;42800;SAINT ROMAIN EN JAREZ;;
C00000002087;SOU DES ECOLES DE TARTARAS;42800;TARTARAS;;
C00000003019;SOURDOREILLEPRODUCTION;44000;NANTES;;
C0067;SOURIS VERTE;42100;SAINT ETIENNE ;477804750;
C00000001599;SOUS PREFECTURE DE MONTBRISON;42600;MONTBRISON;;
C00000001808;SPACOR;26200;MONTELIMAR;06 77 76 83 38;
C00000003048;SPARKLE MEDIA;75012;PARIS;;
C0693;SPE;38960;SAINT ETIENNE DE CROSSEY;476674853;
C00000001525;SPE EVENEMENT;38960;SAINT-ETIENNE DE CROSSEY;04 76 65 72 18;
C00000001903;SPECTACLE DE LA LIONNE;89300;CHAMVRES;;
C0502;SPECTACLE JOCELYNE LAFON-HABERT;91330;YERRES;169838880;06 80 88 76 64
C0665;SPECTACLE VIDAL PRODUCTION;13100;AIX EN PROVENCE;622037058;06 64 95 71 99
C00000001182;SPECTACLES APPELS;69005;LYON;;
C00000002179;SPECTACLES PROD;42130;BOEN SUR LIGNON;;ENVOI FACTURE PAR MAIL (24/01/18)
C00000002573;SPHERE;75116;PARIS;153652300;
C00000002964;SPL LOIRE SEMENE LOISIRS;43110;AUREC SUR LOIRE;;
C0694;SPORT COM +;34000;MONTPELLIER;467413516;
C00000001382;SPORT GARAGE;42100;ST-ETIENNE;04 77 81 34 22;
C00000002841;SPORTFIVE ASSE PROMOTION;42000;SAINT-ETIENNE;;
C00000003231;SPRINTEX EVENTS;42 600;MONTBRISON;780488173;
C00000001872;SPRL PROMO SPECTACLE ENZO;7110;HOUTENG-GOEGNIES;;
C0696;Squash club de Saint Etienne;42100;Saint Etienne;477809042;
C0697;STACCO;67319;WASSELONNE;388874422;
C0698;STAFF SECURITÉE;74100;ANNEMASSE;622992040;
C0699;STAND UP MERCHANDISING;42300;ROANNE;671172148;
C00000002570;START-REC;75010;PARIS;178153703;
C0701;STARTER;42650;ST JEAN BONNEFONDS;477952727;
C00000002788;STAS;;;620636959;
C00000003082;STATION ;;;;
C00000003083;STATION CHALMAZEL -JEANSAGNIERE;42290;CHALMAZEL-JEANSAGNIERE;;
C00000001737;STE CADYL;75008;PARIS;;
C0702;STE DIAPASON;93370;MONTFERMEIL;143327579;
C00000003225;Ste FEERIE;35580;GUICHEN;;
C0427;Ste FETES ET FEUX;92170;VANNES;614646168;
C0530;STE LOC DIRECT;63720;VARENNES SUR MORGES;473970621;PORT: 06 61 88 36 01
C0679;Sté SCHRADER;25300;PONTARLIER;381385642;
C00000003157;STEF ENERGIE;42150;LA RICAMARIE;;
C00000001411;STEMP MAGAZINE;42170;CHAMBLES;;
C0703;STEPHANOISE DES EAUX;42000;Saint Etienne;;
C0704;STORM EVENEMENTS;;;615969877;
C00000001195;STRATEGES ORGANISATION;38500;VOIRON;476670084;
C0705;STREET FIRE;42000;ST ETIENNE;;
C0706;STS MASSIF CENTRAL;63430;PONT-DU-CHATEAU;473277500;ENVOI PAR MAIL UNIQUEMENT à  
C00000002973;STS SONORISATION;42410;SAINT-MICHEL-SYR-RHONE;;
C0707;STUDIO 7;42100;ST ETIENNE ;477373228;
C0708;STUDIO BOUQUET;42100;SAINT ETIENNE;477384154;
C00000003096;STUDIO CORPS&JAZZ;42420;LORETTE;;
C00000002138;STUDIO CREA DANSE;43000;LE PUY EN VELAY;;
C00000001949;STUDIO JOELLE MERIEUX;42100;SAINT-ETIENNE;04 7732 45 79;
C0709;STUDIO MAG;42014;ST ETIENNE CEDEX 02;477806495;
C0710;STUDIO MARTIN;42000;ST ETIENNE ;;
C0711;STUDIO SYLVIE;42000;ST ETIENNE ;;
C0712;SUD CONCERT;13008;MARSEILLE;491801089;06 07 48 21 11 RENE
C00000002962;SUD LOIRE SANTE AU TRAVAIL;42003;SAINT-ETIENNE CEDEX1;427778063;
C0888;SUIVEZ LE JAZZ;69001;LYON;;
C00000002746;SUMMERTIME;92100;BOULOGNE BILLANCOURT;;
C00000002615;SUPERMOUCHE Productions;88000;EPINAL;;
C00000002809;SUPERSTRAT;42380;SAINT BONNET LE CHATEAU;;
C00000002359;SURY TOUS ENSEMBLE-SONG FOR EVER;42450;SURY LE COMTAL;;
C00000001520;SVL SPECTACLES;13670;SAINT-ANDIOL;;
C0077;SWITCH DANCE;42100;ST ETIENNE ;477801725;
C00000002121;SYMFONIX EVENT;12000;RODEZ;565731163;
C0084;SYNAPSE;42100;Saint Etienne;477333446;
C00000002725;SYNDICAT DE LA FOURME DE MONTBRISON;42600;MONTBRISON;477589130;
C00000002313;Syndicat Intercommunal du Pays du Gier;42400;SAINT-CHAMOND;477310930;
C00000003227;Syndicat mixte d'aménagement de la loire;42000;SAINT ETIENNE;477432172;
C0825;SYNDICAT MIXTE DU VIVARAIS;43400;LE CHAMBON SUR LIGNON;;
C00000001210;SYNDICATS D INITIATIVE DE BOURG ARGENTAL;42220;BOURG ARGENTAL;;
C0822;SYNERGIA;43500;BEAUNE SUR ARZON;;
C00000001301;SYNERGIE;42800;RIVE DE GIER;;
C00000002220;SYNERGLACE;68990;HEIMSBRUNN;389611791;
C00000002960;SYSTEM D'ART;;;;
C00000003121;SYTRAL MOBILITES;69487;LYON CEDEX 03;;
C00000002092;T2O DECORATION;42000;SAINT-ETIENNE;;
C00000003161;T2S;42290;SORBIERS;;
C0714;TABB PRODUCTIONS;75017;Paris;674409806;
C0124;TACT;42190;CHARLIEU;477600597;
C00000002003;TALENTS CROISES;42704;FIRMINY CEDEX;;
C0826;TALENTS CROISES / PE ORGANISATION;42700;FIRMINY;;
C00000003151;TALOWA Productions;31300;TOULOUSE;;
C00000000994;TARKEADA;42650;SAINT JEAN BONNEFOND;;
C00000002365;TARTINES PRODUCTION;56400;AURAY;;
C0715;TEAM C.J.PROMOTION;69006;LYON;472351764;06 07 61 84 43
C00000002592;TEASER MEDIAS;42000;SAINT ETIENNE;;
C00000001537;TECHN'UP;7120;RUOMS;;
C00000002583;TECHNETICS Group;42029;SAINT ETIENNE ;477435178;
C00000001246;TECHNI SCENE;13170;LES PENNES MIRABEAU;04 42 02 85 91;
